CMD:
/home/jinsk/miniconda3/bin/python /home/jinsk/CodeFiles/ICCCCCCCCCCCCCCML/ANE_exp/v6/experiment_v6.py --data_path /home/jinsk/CodeFiles/ICCCCCCCCCCCCCCML/ANE_exp/data/gsm8k/gsm8k_test_500.json --num_samples 500 --model /home/jinsk/Models/Llama-3.2-3B-Instruct --steps 10 --lr 0.0001 --optimizer sgd --momentum 0.0 --update_target mlp --num_layers all --eval_mode ar --tta_reset sample --topk_list 5 --dtype bf16 --device_map auto --output_dir /home/jinsk/CodeFiles/ICCCCCCCCCCCCCCML/ANE_exp/v6/results/gsm8k500/lr_search/llama3.2-3b/lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04 --config_name lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04 --backup_on_cpu --no_viz

2026-01-16 03:10:27.976496: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2026-01-16 03:10:28.047750: I tensorflow/core/platform/cpu_feature_guard.cc:210] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F AVX512_VNNI FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
Loading checkpoint shards:  50%|█████     | 1/2 [00:32<00:32, 32.25s/it]
Loading checkpoint shards: 100%|██████████| 2/2 [00:49<00:00, 23.27s/it]
Loading checkpoint shards: 100%|██████████| 2/2 [00:49<00:00, 24.62s/it]

gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:   0%|          | 0/500 [00:00<?, ?it/s]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:   0%|          | 1/500 [00:04<38:34,  4.64s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:   0%|          | 2/500 [00:08<33:31,  4.04s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  61%|██████    | 303/500 [19:21<11:58,  3.65s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  61%|██████    | 304/500 [19:27<13:48,  4.23s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  61%|██████    | 305/500 [19:31<13:12,  4.06s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  61%|██████    | 306/500 [19:34<12:45,  3.94s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  61%|██████▏   | 307/500 [19:38<12:21,  3.84s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  62%|██████▏   | 308/500 [19:41<12:04,  3.77s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  62%|██████▏   | 309/500 [19:45<11:50,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  62%|██████▏   | 310/500 [19:50<13:24,  4.24s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  62%|██████▏   | 311/500 [19:54<12:44,  4.05s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  62%|██████▏   | 312/500 [19:58<12:16,  3.92s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  63%|██████▎   | 313/500 [20:01<11:55,  3.83s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  63%|██████▎   | 314/500 [20:05<11:40,  3.76s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  63%|██████▎   | 315/500 [20:09<11:27,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  63%|██████▎   | 316/500 [20:12<11:17,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  63%|██████▎   | 317/500 [20:16<11:06,  3.64s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  64%|██████▎   | 318/500 [20:21<12:32,  4.13s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  64%|██████▍   | 319/500 [20:25<11:59,  3.98s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  64%|██████▍   | 320/500 [20:28<11:32,  3.85s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  64%|██████▍   | 321/500 [20:32<11:12,  3.76s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  64%|██████▍   | 322/500 [20:35<11:00,  3.71s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  65%|██████▍   | 323/500 [20:39<10:48,  3.66s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  65%|██████▍   | 324/500 [20:42<10:39,  3.63s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  65%|██████▌   | 325/500 [20:46<10:35,  3.63s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  65%|██████▌   | 326/500 [20:50<10:36,  3.66s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  65%|██████▌   | 327/500 [20:53<10:34,  3.67s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  66%|██████▌   | 328/500 [20:57<10:32,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  66%|██████▌   | 329/500 [21:01<10:29,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  66%|██████▌   | 330/500 [21:04<10:26,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  66%|██████▌   | 331/500 [21:10<12:00,  4.27s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  66%|██████▋   | 332/500 [21:14<11:29,  4.10s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  67%|██████▋   | 333/500 [21:18<11:06,  3.99s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  67%|██████▋   | 334/500 [21:21<10:48,  3.91s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  67%|██████▋   | 335/500 [21:25<10:34,  3.85s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  67%|██████▋   | 336/500 [21:29<10:24,  3.81s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  67%|██████▋   | 337/500 [21:32<10:16,  3.78s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  68%|██████▊   | 338/500 [21:38<11:38,  4.31s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  68%|██████▊   | 339/500 [21:42<11:02,  4.11s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  68%|██████▊   | 340/500 [21:45<10:35,  3.97s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  68%|██████▊   | 341/500 [21:49<10:16,  3.88s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  68%|██████▊   | 342/500 [21:53<10:02,  3.81s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  69%|██████▊   | 343/500 [21:56<09:50,  3.76s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  69%|██████▉   | 344/500 [22:00<09:42,  3.73s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  69%|██████▉   | 345/500 [22:04<09:35,  3.71s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  69%|██████▉   | 346/500 [22:07<09:28,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  69%|██████▉   | 347/500 [22:11<09:25,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  70%|██████▉   | 348/500 [22:15<09:22,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  70%|██████▉   | 349/500 [22:18<09:19,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  70%|███████   | 350/500 [22:22<09:15,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  70%|███████   | 351/500 [22:28<10:37,  4.28s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  70%|███████   | 352/500 [22:31<10:07,  4.11s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  71%|███████   | 353/500 [22:35<09:46,  3.99s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  71%|███████   | 354/500 [22:39<09:30,  3.91s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  71%|███████   | 355/500 [22:43<09:18,  3.85s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  71%|███████   | 356/500 [22:46<09:08,  3.81s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  71%|███████▏  | 357/500 [22:50<09:00,  3.78s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  72%|███████▏  | 358/500 [22:54<08:53,  3.76s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  72%|███████▏  | 359/500 [22:57<08:47,  3.74s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  72%|███████▏  | 360/500 [23:01<08:45,  3.75s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  72%|███████▏  | 361/500 [23:07<09:55,  4.28s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  72%|███████▏  | 362/500 [23:10<09:24,  4.09s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  73%|███████▎  | 363/500 [23:14<09:02,  3.96s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  73%|███████▎  | 364/500 [23:18<08:46,  3.87s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  73%|███████▎  | 365/500 [23:21<08:30,  3.78s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  73%|███████▎  | 366/500 [23:25<08:19,  3.73s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  73%|███████▎  | 367/500 [23:28<08:10,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  74%|███████▎  | 368/500 [23:32<08:04,  3.67s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  74%|███████▍  | 369/500 [23:36<07:59,  3.66s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  74%|███████▍  | 370/500 [23:39<07:58,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  74%|███████▍  | 371/500 [23:43<07:55,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  74%|███████▍  | 372/500 [23:47<07:52,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  75%|███████▍  | 373/500 [23:50<07:48,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  75%|███████▍  | 374/500 [23:54<07:44,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  75%|███████▌  | 375/500 [23:58<07:43,  3.71s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  75%|███████▌  | 376/500 [24:03<08:47,  4.25s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  75%|███████▌  | 377/500 [24:07<08:22,  4.08s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  76%|███████▌  | 378/500 [24:11<08:04,  3.97s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  76%|███████▌  | 379/500 [24:15<07:51,  3.89s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  76%|███████▌  | 380/500 [24:18<07:39,  3.83s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  76%|███████▌  | 381/500 [24:22<07:30,  3.79s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  76%|███████▋  | 382/500 [24:26<07:22,  3.75s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  77%|███████▋  | 383/500 [24:31<08:18,  4.26s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  77%|███████▋  | 384/500 [24:36<08:55,  4.62s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  77%|███████▋  | 385/500 [24:40<08:16,  4.32s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  77%|███████▋  | 386/500 [24:44<07:48,  4.11s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  77%|███████▋  | 387/500 [24:47<07:27,  3.96s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  78%|███████▊  | 388/500 [24:51<07:12,  3.86s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  78%|███████▊  | 389/500 [24:55<07:00,  3.79s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  78%|███████▊  | 390/500 [24:58<06:53,  3.76s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  78%|███████▊  | 391/500 [25:02<06:42,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  78%|███████▊  | 392/500 [25:05<06:24,  3.56s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  79%|███████▊  | 393/500 [25:08<06:10,  3.46s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  79%|███████▉  | 394/500 [25:12<06:02,  3.42s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  79%|███████▉  | 395/500 [25:15<06:08,  3.51s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  79%|███████▉  | 396/500 [25:19<06:11,  3.57s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  79%|███████▉  | 397/500 [25:23<06:12,  3.61s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  80%|███████▉  | 398/500 [25:26<06:12,  3.65s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  80%|███████▉  | 399/500 [25:30<06:10,  3.67s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  80%|████████  | 400/500 [25:34<06:10,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  80%|████████  | 401/500 [25:38<06:07,  3.71s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  80%|████████  | 402/500 [25:41<06:01,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  81%|████████  | 403/500 [25:45<05:45,  3.56s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  81%|████████  | 404/500 [25:48<05:32,  3.46s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  81%|████████  | 405/500 [25:52<06:00,  3.79s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  81%|████████  | 406/500 [25:56<05:39,  3.61s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  81%|████████▏ | 407/500 [25:59<05:23,  3.48s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  82%|████████▏ | 408/500 [26:02<05:12,  3.39s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  82%|████████▏ | 409/500 [26:05<05:02,  3.33s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  82%|████████▏ | 410/500 [26:08<04:55,  3.28s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  82%|████████▏ | 411/500 [26:11<04:49,  3.25s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  82%|████████▏ | 412/500 [26:15<04:44,  3.23s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  83%|████████▎ | 413/500 [26:19<05:15,  3.62s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  83%|████████▎ | 414/500 [26:22<05:02,  3.51s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  83%|████████▎ | 415/500 [26:26<04:52,  3.45s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  83%|████████▎ | 416/500 [26:29<04:44,  3.38s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  83%|████████▎ | 417/500 [26:32<04:37,  3.34s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  84%|████████▎ | 418/500 [26:35<04:31,  3.31s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  84%|████████▍ | 419/500 [26:40<04:59,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  84%|████████▍ | 420/500 [26:45<05:19,  4.00s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  84%|████████▍ | 421/500 [26:48<04:57,  3.77s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  84%|████████▍ | 422/500 [26:51<04:41,  3.61s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  85%|████████▍ | 423/500 [26:55<04:29,  3.50s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  85%|████████▍ | 424/500 [26:58<04:20,  3.42s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  85%|████████▌ | 425/500 [27:01<04:12,  3.37s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  85%|████████▌ | 426/500 [27:04<04:06,  3.33s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  85%|████████▌ | 427/500 [27:07<04:01,  3.30s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  86%|████████▌ | 428/500 [27:11<03:55,  3.26s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  86%|████████▌ | 429/500 [27:14<03:49,  3.24s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  86%|████████▌ | 430/500 [27:17<03:50,  3.29s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  86%|████████▌ | 431/500 [27:23<04:33,  3.96s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  86%|████████▋ | 432/500 [27:26<04:22,  3.86s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  87%|████████▋ | 433/500 [27:30<04:14,  3.80s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  87%|████████▋ | 434/500 [27:34<04:07,  3.75s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  87%|████████▋ | 435/500 [27:37<04:01,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  87%|████████▋ | 436/500 [27:41<03:57,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  87%|████████▋ | 437/500 [27:47<04:28,  4.26s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  88%|████████▊ | 438/500 [27:50<04:13,  4.09s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  88%|████████▊ | 439/500 [27:54<04:02,  3.98s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  88%|████████▊ | 440/500 [28:00<04:28,  4.47s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  88%|████████▊ | 441/500 [28:03<04:10,  4.24s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  88%|████████▊ | 442/500 [28:07<03:56,  4.08s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  89%|████████▊ | 443/500 [28:11<03:46,  3.97s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  89%|████████▉ | 444/500 [28:14<03:37,  3.89s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  89%|████████▉ | 445/500 [28:18<03:30,  3.84s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  89%|████████▉ | 446/500 [28:22<03:25,  3.80s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  89%|████████▉ | 447/500 [28:26<03:19,  3.77s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  90%|████████▉ | 448/500 [28:29<03:15,  3.75s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  90%|████████▉ | 449/500 [28:33<03:11,  3.76s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  90%|█████████ | 450/500 [28:37<03:06,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  90%|█████████ | 451/500 [28:40<03:01,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  90%|█████████ | 452/500 [28:44<02:56,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  91%|█████████ | 453/500 [28:48<02:57,  3.79s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  91%|█████████ | 454/500 [28:52<02:52,  3.75s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  91%|█████████ | 455/500 [28:55<02:47,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  91%|█████████ | 456/500 [28:59<02:42,  3.70s/it]
